job,link,time,price,bid,status
UI Designer  / Developer / Trainers -  Chatbots,https://www.freelancer.com/projects/java/designer-developer-trainers-chatbots/,6 days left,$9 / hr,1 bids,VERIFIED
social media marketing,https://www.freelancer.com/projects/facebook-marketing/social-media-marketing-28374128/,6 days left,$3 / hr,1 bids,
I want to create a stabblecoin,https://www.freelancer.com/projects/development/want-create-stabblecoin/,1 day left,$750,1 bids,
Help me with my Auth Project,https://www.freelancer.com/projects/oauth/help-with-auth-project/,1 day left,$250,1 bids,
duda api integration,https://www.freelancer.com/projects/php/duda-api-integration/,2 days left,$20,1 bids,
Marketing person to same education products to local market - door to door marketing,https://www.freelancer.com/projects/brand-marketing/marketing-person-same-education-products/,2 days left,$14,1 bids,VERIFIED
data entry operator,https://www.freelancer.com/projects/threed-modelling/data-entry-operator/,3 days left,$10,1 bids,
Selfie Video by Nurse in the USA,https://www.freelancer.com/projects/video-editing/selfie-video-nurse-the-usa/,4 days left,$29,1 bids,VERIFIED
Looking US business assistance,https://www.freelancer.com/projects/legal-writing/looking-business-assistance/,1 day left,$38 / hr,1 bids,
MoG Modelling using the EM Algorithm,https://www.freelancer.com/projects/machine-learning/mog-modelling-using-the-algorithm/,1 day left,$8 - $27,0 bids,VERIFIED
Camera man,https://www.freelancer.com/projects/filmmaking/camera-man/,1 day left,$13 - $20 / hr,0 bids,
"Help me with Response based on user input, dynamic responses",https://www.freelancer.com/projects/google-apis/help-with-response-based-user/,2 days left,$30 - $250,0 bids,
For Jayesh,https://www.freelancer.com/projects/java/for-jayesh/,3 days left,$10 - $20,0 bids,VERIFIED
OCOCOC Telecalling Business Development,https://www.freelancer.com/projects/sales/ocococ-telecalling-business-development/,3 days left,$20 - $169,0 bids,
Webhost and flutter android development-bleeding phase,https://www.freelancer.com/projects/android/webhost-flutter-android-development/,4 days left,$10 - $30,0 bids,VERIFIED
Ufps 2 Intergrated with Realistic car controler,https://www.freelancer.com/projects/unity-three-d/ufps-intergrated-with-realistic-car/,1 day left,$7 - $22,0 bids,
build website,https://www.freelancer.com/projects/website-design/build-website-28340694/,4 days left,$3380 - $6760,0 bids,
I need an affiliate marketer,https://www.freelancer.com/projects/link-building/need-affiliate-marketer/,4 days left,$1500 - $3000,0 bids,
hbase resource,https://www.freelancer.com/projects/testing-qa/hbase-resource/,3 days left,$1 - $5 / hr,0 bids,
i want to configure Flussonic media stream with my app to protect streams!,https://www.freelancer.com/projects/php/want-configure-flussonic-media-stream/,6 days left,$30 - $250,0 bids,
Salesforce Lightning Component Development (Charts),https://www.freelancer.com/projects/salesforce-com/salesforce-lightning-component/,6 days left,$20 - $169,0 bids,
Splunk JSON parsing,https://www.freelancer.com/projects/splunk-json-parsing-fix/,6 days left,$10 - $30,0 bids,VERIFIED
business development associate sale  -- 2,https://www.freelancer.com/projects/microsoft-office/business-development-associate-sale-28296546/,1 day left,$13516 - $33790,0 bids,
Help with Auth Expert,https://www.freelancer.com/projects/oauth/help-with-auth-expert/,1 day left,$30 - $250,0 bids,
"Parsing. Collect a database: profession, name, place of residence",https://www.freelancer.com/projects/web-scraping/parsing-collect-database-profession-name/,2 days left,$5000 - $10000,0 bids,
i need a 5axis cnc tools grinding machine operator,https://www.freelancer.com/projects/mechanical-design/need-axis-cnc-tools-grinding/,1 day left,$169 - $506,0 bids,
Expert in Oracle Visual Builder Product,https://www.freelancer.com/projects/oracle-apex/expert-oracle-visual-builder-product/,2 days left,$25 - $50 / hr,0 bids,
Need someone based in LA (Seal Beach Area) to set up a picnic thing at the beach at night.,https://www.freelancer.com/projects/car-driver/need-someone-based-seal-beach/,6 days left,$10 - $30,0 bids,VERIFIED
Jamf Associate Exam,https://www.freelancer.com/projects/inventory-management/jamf-associate-exam/,6 days left,$10 - $30,0 bids,
AR digital card,https://www.freelancer.com/projects/augmented-reality/digital-card/,6 days left,$8 - $20,0 bids,
Device Tree DTS creation for a yocto linux kernel project,https://www.freelancer.com/projects/c-programming/device-tree-dts-creation-for/,7 hours left,$202,1 bids,VERIFIED
Private project or contest #28288095,https://www.freelancer.com/login?goto=NzVmMTJlNWQ2MTNlODU2OWY3Y2U1NzJjYmVlMTNhNTlodHRwczovL3d3dy5mcmVlbGFuY2VyLmNvbS9wcm9qZWN0cy9sZWdhbC90cmFjdXotc21hcnQtYmFja3BhY2sv,53 days left,,,
I need to Play mpd files from directly,https://www.freelancer.com/projects/web-scraping/need-play-mpd-files-from/,1 day left,$50,1 bids,VERIFIED
US natives only - 5x B2B Sales representative (closer) wanted for US market entry of German company,https://www.freelancer.com/projects/sales/natives-only-sales-representative-closer/,1 day left,$11896 - $23792,1 bids,VERIFIED
Modern Symbolic Logic tuturing,https://www.freelancer.com/projects/logistics-shipping/modern-symbolic-logic-tuturing/,12 hours left,$250,1 bids,VERIFIED
Instamojo Integration with Ionic and Asp.net,https://www.freelancer.com/projects/asp-net/instamojo-integration-with-ionic-asp/,1 day left,$20,1 bids,
IT software project,https://www.freelancer.com/projects/digital-networking/software-project/,2 days left,$65,1 bids,VERIFIED
DEEPAR SDK,https://www.freelancer.com/projects/website-design/deepar-sdk/,2 days left,$10,1 bids,
System Reliability Engineering Project,https://www.freelancer.com/projects/industrial-engineering/system-reliability-engineering-project/,4 days left,$30,1 bids,VERIFIED
Automated trading (forex or bitcoin),https://www.freelancer.com/projects/php/automated-trading-forex-bitcoin/,5 days left,$111,1 bids,VERIFIED
ISOP Convertor expert needed,https://www.freelancer.com/projects/electrical-engineering/isop-convertor-expert-needed/,3 days left,$103,1 bids,
Build me a website,https://www.freelancer.com/projects/website-design/build-website-28352952/,5 days left,$10000,1 bids,
Packet Analysis of hardware,https://www.freelancer.com/projects/software-architecture/packet-analysis-hardware/,6 days left,$8 / hr,1 bids,VERIFIED
need instructions to create a cryptocurrency with masternode,https://www.freelancer.com/projects/cplusplus-programming/need-instructions-create-cryptocurrency/,5 days left,$2000,1 bids,
Japanese Grammar Rulesl,https://www.freelancer.com/projects/linguistics/japanese-grammar-rulesl/,6 days left,$30,1 bids,VERIFIED
markov model -- 2,https://www.freelancer.com/projects/statistical-analysis/markov-model/,6 days left,$350,1 bids,VERIFIED
Classy.org/Wix Integration,https://www.freelancer.com/projects/php/classy-org-wix-integration/,6 days left,$21,1 bids,
Accelerated Mobile Pages (AMP) based Calculator Needed,https://www.freelancer.com/projects/javascript/accelerated-mobile-pages-amp-based/,6 days left,$20,1 bids,
Photographer-Videographer (Pan India Projects),https://www.freelancer.com/projects/photography/photographer-videographer-pan-india/,5 hours left,$20,1 bids,
Anybodies have Genesis 2000 and Ucamx v2015,https://www.freelancer.com/projects/cad-cam/anybodies-have-genesis-ucamx/,1 day left,$30,1 bids,
Set up Dropbox for Businesses.,https://www.freelancer.com/projects/dropbox-api/set-dropbox-for-businesses/,1 day left,$7 / hr,1 bids,
The  Atticus Project,https://www.freelancer.com/projects/english-uk/the-atticus-project/,3 days left,$3 / hr,1 bids,
I WANT TO BUILD A AI ROBOT.,https://www.freelancer.com/projects/ai-hw-sw/want-build-robot/,4 days left,$27,1 bids,VERIFIED
Infinix mobile xos launcher developing job,https://www.freelancer.com/projects/mobile-phone/infinix-mobile-xos-launcher-developing/,5 days left,$3 / hr,1 bids,
banking task in mars assembly,https://www.freelancer.com/projects/software-architecture/banking-task-mars-assembly/,5 days left,$100,1 bids,VERIFIED
4D animation cinema,https://www.freelancer.com/projects/threed-animation/animation-cinema-28342479/,4 days left,$30,1 bids,
Higher secondary education syllabus,https://www.freelancer.com/projects/education-tutoring/higher-secondary-education-syllabus/,6 days left,$473,1 bids,
job finder -- 2,https://www.freelancer.com/projects/communications/job-finder-28342247/,4 days left,$16,1 bids,
Need Technical Assistance With an already existent wordpress website,https://www.freelancer.com/projects/wordpress/need-technical-assistance-with-already/,6 days left,$14,1 bids,
PCF / Pivotal cloud foundry engineer,https://www.freelancer.com/projects/cloud-foundry/pcf-pivotal-cloud-foundry-engineer/,9 hours left,$1 - $5 / hr,0 bids,
Build me a website,https://www.freelancer.com/projects/website-design/build-website-28290718/,15 hours left,$3000 - $5000,0 bids,
sales girl -- 2,https://www.freelancer.com/projects/retail-sales/sales-girl-28300345/,1 day left,$20 - $169,0 bids,
editor oficial de ig@trippvideos,https://www.freelancer.com/projects/editorial-writing/editor-oficial-trippvideos/,1 day left,$10 - $30,0 bids,
Flash H310 raidcacr FW to ITMode,https://www.freelancer.com/projects/server/flash-raidcacr-itmode/,3 days left,$10 - $30,0 bids,VERIFIED
Request For Partnership in Thecitadelcapital Company,https://www.freelancer.com/projects/development-operations/request-for-partnership/,4 days left,$20000 - $50000,0 bids,
Hair colour (blonde) & cut,https://www.freelancer.com/projects/hair-styles/hair-colour-blonde-cut/,5 days left,$22 - $187,0 bids,VERIFIED
Write me a Doc -- 2,https://www.freelancer.com/projects/sap/write-doc/,5 days left,$7 - $22,0 bids,VERIFIED
Sell products on eBay,https://www.freelancer.com/projects/internet-marketing/sell-products-ebay-28359676/,13 days left,$10000 - $20000,0 bids,VERIFIED
Design Animation Project,https://www.freelancer.com/contest/design-animation-project-1855324.html,6 days left,$73,0 entries,
ArcSWAT and R studio -- 2,https://www.freelancer.com/projects/r-programming-language/arcswat-studio-28372773/,6 days left,$2 - $6 / hr,0 bids,
Configure Liquidsoap for Icecast on Centos 8 Server,https://www.freelancer.com/projects/linux/configure-liquidsoap-for-icecast-centos/,6 days left,$10 - $21,0 bids,VERIFIED
"I want to re-access admin of ""FB-Page""",https://www.freelancer.com/projects/php/want-access-admin-page/,6 days left,$8 - $20,0 bids,
I need a developer for editing videos,https://www.freelancer.com/projects/amazon-es-three/need-developer-for-editing-videos/,2 days left,$8 - $20,0 bids,
Physical therapy -- 2,https://www.freelancer.com/projects/medical/physical-therapy-28356648/,5 days left,$15 - $25 / hr,0 bids,
i need trekking business partnerfor Uttarakhand,https://www.freelancer.com/projects/contracts/need-trekking-business-partnerfor/,6 days left,$20 - $169,0 bids,
Convert PDF into Word  -- 2,https://www.freelancer.com/projects/data-entry/convert-pdf-into-word-27858118/,Ended,$250 - $750,0 bids,
Forward Mail Address,https://www.freelancer.com/projects/parcel-delivery/forward-mail-address/,22 hours left,$36 - $297,0 bids,
wedding photos,https://www.freelancer.com/projects/photoshop/wedding-photos-28305345/,1 day left,$30 - $100,0 bids,
Ghidra lesson via Anydesk or Teamviewer,https://www.freelancer.com/projects/debugging/ghidra-lesson-via-anydesk-teamviewer/,3 days left,$10 - $36,0 bids,VERIFIED
Setting up an ACT! Premium remote database,https://www.freelancer.com/projects/database-programming/setting-act-premium-remote-database/,3 days left,$10 - $30,0 bids,VERIFIED
wavemaker project,https://www.freelancer.com/projects/zwave/wavemaker-project/,4 days left,$1 - $5 / hr,0 bids,VERIFIED
Poker agent,https://www.freelancer.com/projects/english-grammar/poker-agent/,4 days left,$1500 - $3000,0 bids,
Ultrasound system development,https://www.freelancer.com/projects/medical-products/ultrasound-system-development/,4 days left,$1500 - $3000,0 bids,
install snap sparql in protege,https://www.freelancer.com/projects/computer-science/install-snap-sparql-protege/,5 days left,$7 - $22,0 bids,VERIFIED
need a template for online ordering with admin page and checkout,https://www.freelancer.com/contest/need-a-template-for-online-ordering-with-admin-page-and-checkout-1855433.html,6 days left,$50,0 entries,
Sales Agents needed,https://www.freelancer.com/projects/sales/sales-agents-needed-28286300/,8 hours left,$3564 - $5941,0 bids,
Assessment and Plan for Church Stage Lighting -- 2,https://www.freelancer.com/projects/lighting/assessment-plan-for-church-stage-28295371/,23 hours left,$25 - $50 / hr,0 bids,VERIFIED
A Property Technology solution,https://www.freelancer.com/projects/saas-sales/property-technology-solution/,1 day left,$2027 - $3378,0 bids,
build website,https://www.freelancer.com/projects/website-design/build-website-28336959/,4 days left,$3381 - $6762,0 bids,
Product Observer Recruitment -- 2,https://www.freelancer.com/projects/articles/product-observer-recruitment-28359667/,6 days left,$30 - $250,0 bids,
Dutch Speaking Cold Callers,https://www.freelancer.com/projects/market-research/dutch-speaking-cold-callers/,6 days left,$2 - $8 / hr,0 bids,VERIFIED
US representative require to setup business,https://www.freelancer.com/projects/project-management-office/representative-require-setup-business/,6 days left,$25 - $50 / hr,0 bids,
Dev help for software use,https://www.freelancer.com/projects/software-architecture/dev-help-for-software-use/,13 hours left,$10 - $36,0 bids,VERIFIED
Dance/fitness studio web photography,https://www.freelancer.com/projects/photography/dance-fitness-studio-web-photography/,1 day left,$551 - $1102,0 bids,
Install ceiling fan support,https://www.freelancer.com/projects/carpentry/install-ceiling-fan-support-fix/,5 days left,$185 - $554,0 bids,VERIFIED
Gpyhhhugigigif,https://www.freelancer.com/projects/android/gpyhhhugigigif/,6 days left,$10 - $30,0 bids,
Build me a website like this https://www.jjeditzofficial.ml/,https://www.freelancer.com/projects/php/build-website-like-this-https-28315606/,2 days left,$5000 - $10000,0 bids,
Lottery Scheduler in xv6 kernel,https://www.freelancer.com/projects/c-programming/lottery-scheduler-kernel/,2 days left,$10 - $30,0 bids,
www.lifelineon.com,https://www.freelancer.com/projects/project-management/www-lifelineon-com/,3 days left,$169 - $507,0 bids,
UKPK Scales,https://www.freelancer.com/projects/three-d-scanning/ukpk-scales/,4 days left,$27 - $333,0 bids,
Aviso de prueba,https://www.freelancer.com/projects/website-design/aviso-prueba/,5 days left,$30 - $250,0 bids,VERIFIED
Xuzhen site visit and Confirm a Location,https://www.freelancer.com/projects/photography/xuzhen-site-visit-confirm-location/,6 days left,$10 - $30,0 bids,VERIFIED
Looking for a web developer,https://www.freelancer.com/projects/php/looking-for-web-developer-28366612/,6 days left,$10320 - $20641,0 bids,
Design A Mobile App,https://www.freelancer.com/contest/design-a-mobile-app-1855419.html,14 days left,$110,0 entries,
parallel programming using OpenMP,https://www.freelancer.com/projects/java/parallel-programming-using-openmp/,6 days left,$8 - $23,0 bids,VERIFIED
i want to reactive addvertise account,https://www.freelancer.com/projects/mobile-phone/want-reactive-addvertise-account/,6 days left,$8 - $20,0 bids,
Finished Basement Design / Layout,https://www.freelancer.com/contest/finished-basement-design-layout-1855431.html,6 days left,$100,0 entries,
unraid Nordvpn and other stuff setup,https://www.freelancer.com/projects/server/unraid-nordvpn-other-stuff-setup/,8 hours left,$10 - $30,0 bids,VERIFIED
MoG Modelling using the EM Algorithm,https://www.freelancer.com/projects/machine-learning/mog-modelling-using-the-algorithm/,1 day left,$8 - $27,0 bids,VERIFIED
Hyperspin Configuration,https://www.freelancer.com/projects/game-consoles/hyperspin-configuration/,6 days left,$15 - $25 / hr,0 bids,
US legal consultant,https://www.freelancer.com/projects/legal/legal-consultant-28371046/,6 days left,$15 - $25 / hr,0 bids,VERIFIED
AR specialist (Augmented reality ),https://www.freelancer.com/projects/augmented-reality/specialist-augmented-reality/,6 days left,$2027 - $3378,0 bids,VERIFIED
app develop -- 2,https://www.freelancer.com/projects/android/app-develop-28373402/,6 days left,$10 - $30,0 bids,
Explain CECL US regulation and Weighted-Average Remaining Maturity (WARM) method,https://www.freelancer.com/projects/analytics/explain-cecl-regulation-weighted-average/,6 days left,$30 - $250,0 bids,
purchase and lease of bg/sblc,https://www.freelancer.com/projects/finance/purchase-lease-sblc/,1 day left,$14 - $21 / hr,0 bids,
house selling,https://www.freelancer.com/projects/sales/house-selling/,1 day left,$20 - $169,0 bids,
Location privacy,https://www.freelancer.com/projects/security/location-privacy/,2 days left,$30 - $250,0 bids,VERIFIED
i need a web developer for my architecture website,https://www.freelancer.com/projects/blog-install/need-web-developer-for-architecture/,2 days left,$3387 - $6774,0 bids,
Build a betting site,https://www.freelancer.com/projects/php/build-betting-site-28341010/,4 days left,$20000 - $50000,0 bids,
Content writing for Software Company - Only individual freelancers bid,https://www.freelancer.com/projects/content-writing/content-writing-for-software-company-28353714/,5 days left,$5000 - $10000,0 bids,
Create a video for an Alcobev product,https://www.freelancer.com/contest/create-a-video-for-an-alcobev-product-1855068.html,6 days left,$6,0 entries,
"[Sweden, Göteborg] Hiring urine specimen collector for pre-employment drug testing",https://www.freelancer.com/projects/english-uk/sweden-teborg-hiring-urine-specimen/,6 days left,$20 - $30,0 bids,VERIFIED
I need an affiliate,https://www.freelancer.com/projects/affiliate-marketing/need-affiliate-28284102/,5 hours left,$100000 - $10000000,0 bids,
I wanted to build an app for my website,https://www.freelancer.com/projects/php/wanted-build-app-for-website-28290082/,14 hours left,$5000 - $10000,0 bids,
Help us grow our agency! Let's talk more,https://www.freelancer.com/projects/affiliate-marketing/help-grow-our-agency-let/,3 days left,$3583 - $5971,0 bids,VERIFIED
Send me a postcard from French Polynesia,https://www.freelancer.com/projects/travel-writing/send-postcard-from-french-polynesia/,4 days left,$10 - $30,0 bids,VERIFIED
Full Stack Web developer (Gambling site),https://www.freelancer.com/projects/php/full-stack-web-developer-gambling/,6 days left,$3000 - $5000,0 bids,
Telegram Scraper tool,https://www.freelancer.com/projects/php/telegram-scraper-tool/,6 days left,$20 - $169,0 bids,
i need a digital markerting to promote my bussiness,https://www.freelancer.com/projects/internet-marketing/need-digital-markerting-promote/,6 days left,$5000 - $10000,0 bids,
mips developer needed urgent.,https://www.freelancer.com/projects/java/mips-developer-needed-urgent/,6 days left,$10 - $30,0 bids,VERIFIED
Correction of errors in the Apple logoneo,https://www.freelancer.com/projects/ionic-framework/correction-errors-the-apple-logoneo/,1 day left,$10 - $30,0 bids,VERIFIED
"Senior Agile Coach Role with a leading consulting firm in Delhi, India (10-25 years of experience)",https://www.freelancer.com/projects/agile-project-management/senior-agile-coach-role-with/,3 days left,$13545 - $33862,0 bids,
Get High Resolution Videos and Images of Aquarium Shrimps -- 2,https://www.freelancer.com/projects/video-services/get-high-resolution-videos-images/,3 days left,$30 - $250,0 bids,
simply mips assembly task,https://www.freelancer.com/projects/assembler/simply-mips-assembly-task/,3 days left,$2 - $8 / hr,0 bids,VERIFIED
"Looking for best practice CIO/CTO level Digital Transformation, Strategy, Design, Architecture, Blueprint and Roadmaps of Operating Models across Cloud, IT Infrastructure, Application, Network, Security",https://www.freelancer.com/projects/management-consulting/looking-for-best-practice-cio/,5 days left,$50 - $51,0 bids,VERIFIED
Creative Landscape Writers Wanted,https://www.freelancer.com/projects/articles/creative-landscape-writers-wanted/,5 days left,$5000 - $10000,0 bids,
i need website promotion and website traffic,https://www.freelancer.com/projects/website-management/need-website-promotion-website-traffic/,5 days left,$10000 - $20000,0 bids,
Urgent need of Photos of Bandon Oregon,https://www.freelancer.com/projects/photography/urgent-need-photos-bandon-oregon/,5 days left,$250 - $750,0 bids,
live streaming app development,https://www.freelancer.com/projects/iphone/live-streaming-app-development-28366028/,6 days left,$10000 - $20000,0 bids,
I need an unreal engine developer,https://www.freelancer.com/projects/unreal-engine/need-unreal-engine-developer-28366281/,6 days left,$10 - $30,0 bids,
Voice artist needed,https://www.freelancer.com/projects/voice-talent/voice-artist-needed-28371508/,6 days left,$1 - $5 / hr,0 bids,
Miranda tapping set,https://www.freelancer.com/projects/sales/miranda-tapping-set/,13 hours left,$20 - $169,0 bids,
i need Marathi Old movie  -- 2,https://www.freelancer.com/projects/video-upload/need-marathi-old-movie-28290333/,14 hours left,$8 - $20,0 bids,
I Wanted To Make A Website Like :- https://goteverythingin.blogspot.com/2020/09/12-file-file-sharing.html,https://www.freelancer.com/projects/html/wanted-make-website-like-https-28305977/,1 day left,$10000 - $20000,0 bids,
Build me CRUD operation website using varicent tool,https://www.freelancer.com/projects/javascript/build-crud-operation-website-using/,2 days left,$5 - $10 / hr,0 bids,
uti/nsdl pan card portal,https://www.freelancer.com/projects/php/uti-nsdl-pan-card-portal/,3 days left,$8 - $20,0 bids,
Nice actimize -fraud prevention and market abuse regulations,https://www.freelancer.com/projects/technical-writing/nice-actimize-fraud-prevention-market/,4 days left,$17 - $34 / hr,0 bids,
Fastlane and Jenkins Experts form India (Good Opportunity),https://www.freelancer.com/projects/fatslane/fastlane-jenkins-experts-form-india/,4 days left,$5 - $10 / hr,0 bids,VERIFIED
mobile repairing,https://www.freelancer.com/projects/android/mobile-repairing/,2 days left,$17 - $34 / hr,0 bids,
I want a WordPress website.  -- 2,https://www.freelancer.com/projects/php/want-wordpress-website-28351550/,5 days left,$7385 - $14771,0 bids,
FiveM Server base (ESX BASE) Ready for RolPlay (Servidor base de rolplay ESX),https://www.freelancer.com/projects/c-programming/fivem-server-base-esx-base/,5 days left,$30 - $250,0 bids,VERIFIED
replacetokens-task,https://www.freelancer.com/projects/azure/replacetokens-task/,6 days left,$8 - $15 / hr,0 bids,
Technical Manager for Mobile & web applications projects,https://www.freelancer.com/projects/mobile-phone/technical-manager-for-mobile-web/,6 days left,$5 - $7 / hr,0 bids,VERIFIED
Website design in PSD,https://www.freelancer.com/contest/website-design-in-psd-1855277.html,6 days left,$231,0 entries,
developer,https://www.freelancer.com/projects/macos/developer/,6 days left,$10 - $30,0 bids,
A Gameshow,https://www.freelancer.com/projects/lua/gameshow/,6 days left,$10 - $30,0 bids,
Animate and Create a 57 sec Children's Day's of the Week Song,https://www.freelancer.com/contest/animate-and-create-a-sec-childrens-days-of-the-week-song-1855412.html,20 days left,$36,0 entries,
Power BI and Data visualisation expert,https://www.freelancer.com/projects/power-bi/power-data-visualisation-expert/,6 days left,$1 - $6 / hr,0 bids,VERIFIED
PCF / Pivotal cloud foundry engineer,https://www.freelancer.com/projects/cloud-foundry/pcf-pivotal-cloud-foundry-engineer/,9 hours left,$1 - $5 / hr,0 bids,
Network Marketing Business,https://www.freelancer.com/projects/sales/network-marketing-business/,5 days left,$3380 - $6760,0 bids,VERIFIED
Explore and research technological advancements like artificial intelligence and virtual reality and bring a compelling story of 21st-century life.,https://www.freelancer.com/projects/user-story-writing/explore-research-technological/,6 days left,$1155 - $2310,0 bids,
To simulate the publish-subscribe communication pattern with GO Programming,https://www.freelancer.com/projects/gopro/simulate-the-publish-subscribe/,6 days left,$25 - $30,0 bids,VERIFIED
Looking for a SquareSpace Expert,https://www.freelancer.com/projects/html/looking-for-squarespace-expert-28368035/,6 days left,$8 - $20,0 bids,VERIFIED
Delivery driver,https://www.freelancer.com/projects/delivery/delivery-driver-28371283/,6 days left,$30 - $250,0 bids,
condor. condor,https://www.freelancer.com/projects/android/condor-condor/,6 days left,$2 - $8 / hr,0 bids,
Fiber Optic Termination,https://www.freelancer.com/projects/cisco/fiber-optic-termination/,11 hours left,$10 - $100,0 bids,
Create a News Type website,https://www.freelancer.com/projects/php/create-news-type-website/,4 days left,$3381 - $6762,0 bids,
hi xyocyiycoyyicyi,https://www.freelancer.com/projects/three-sixty-video/xyocyiycoyyicyi/,4 days left,$8 - $20,0 bids,
mining ethereum,https://www.freelancer.com/projects/software-architecture/mining-ethereum/,4 days left,$14 - $22 / hr,0 bids,VERIFIED
DATE NITE BAND LIVE SHOWS,https://www.freelancer.com/projects/audio-services/date-nite-band-live-shows/,5 days left,$30 - $250,0 bids,
Security Cameras installation,https://www.freelancer.com/projects/security-camera/security-cameras-installation/,5 days left,$750 - $1500,0 bids,
i am working on an app i need some one who can tech me camera api 2 in android studio,https://www.freelancer.com/projects/android/working-app-need-some-one/,6 days left,$20 - $169,0 bids,
Modern Symbolic Logic tutoring -- 2,https://www.freelancer.com/projects/logistics-shipping/modern-symbolic-logic-tutoring-28288935/,12 hours left,$30 - $250,0 bids,VERIFIED
R26 Fashion,https://www.freelancer.com/projects/graphic-design/fashion-28315322/,2 days left,$6768 - $13535,0 bids,
The VDM Specification Language (VDM-s),https://www.freelancer.com/projects/java/the-vdm-specification-language-vdm/,2 days left,$13 - $27,0 bids,VERIFIED
Write some Articles,https://www.freelancer.com/projects/articles/write-some-articles-28327144/,3 days left,$3691 - $7382,0 bids,
Team that can take care of 50 seat call center,https://www.freelancer.com/projects/voip/team-that-can-take-care/,5 days left,$169 - $507,0 bids,
Project Assistant -- 1247,https://www.freelancer.com/projects/virtual-assistant/project-assistant-28352012/,5 days left,$10 - $30,0 bids,VERIFIED
Contextual Advertising specialist -- 2,https://www.freelancer.com/projects/russian/contextual-advertising-specialist-28366618/,6 days left,$20000 - $50000,0 bids,
Player Behavior modelling,https://www.freelancer.com/projects/unity-three-d/player-behavior-modelling/,6 days left,$666 - $1999,0 bids,
Amazon SEO,https://www.freelancer.com/projects/seo/amazon-seo-28373736/,6 days left,$10 - $30,0 bids,VERIFIED
Product Observer Recruitment,https://www.freelancer.com/projects/articles/product-observer-recruitment/,3 days left,$10 - $30,0 bids,
PR COMMUNICATION PORTUGAL,https://www.freelancer.com/projects/media-relations/communication-portugal/,3 days left,$3578 - $5964,0 bids,
Play the game (Hidden objects) on iPhone and comment impressions - JAPAN,https://www.freelancer.com/projects/iphone/play-the-game-hidden-objects/,3 days left,$30 - $250,0 bids,
i need a Sales person who deals in IT services.,https://www.freelancer.com/projects/cctv/need-sales-person-who-deals/,4 days left,min $33808,0 bids,
BD in E-healthcare,https://www.freelancer.com/projects/sales/healthcare/,6 days left,$169 - $507,0 bids,
Need someone expert in Mortgage,https://www.freelancer.com/projects/mortgage-brokering/need-someone-expert-mortgage/,6 days left,$10 - $30,0 bids,VERIFIED
consulting-mechanical engineer,https://www.freelancer.com/contest/consultingmechanical-engineer-1855332.html,3 days left,$23,0 entries,
AP weight-bearing OR varus stress 20 degrees flexion/Rosenberg/standing PS 20 degree flexion,https://www.freelancer.com/projects/medical/weight-bearing-varus-stress-degrees/,2 days left,$1016 - $2031,0 bids,
build website,https://www.freelancer.com/projects/php/build-website-28317643/,2 days left,$6774 - $13548,0 bids,
data entry,https://www.freelancer.com/projects/excel/data-entry-28351597/,5 days left,min $33800,0 bids,
DLP and Data Classification implementation and support - Onsite.,https://www.freelancer.com/projects/security/dlp-data-classification-implementation/,6 days left,$1014 - $2028,0 bids,
Micro computer,https://www.freelancer.com/projects/coding/micro-computer/,6 days left,$10 - $30,0 bids,VERIFIED
DNAILZWINZ,https://www.freelancer.com/projects/website-testing/dnailzwinz/,6 days left,$10 - $30,0 bids,
Project Assistant -- 91748,https://www.freelancer.com/projects/virtual-assistant/project-assistant-28370147/,6 days left,$10 - $20,0 bids,VERIFIED
"help moving, packing",https://www.freelancer.com/projects/packing-shipping/help-moving-packing/,6 days left,$15 - $25 / hr,0 bids,
Go project -- 3,https://www.freelancer.com/projects/golang/project-28373522/,6 days left,$50 - $80,0 bids,
Tax preparation for individual,https://www.freelancer.com/projects/accounting/tax-preparation-for-individual/,6 days left,$25 - $50 / hr,0 bids,
i need a professional website designer,https://www.freelancer.com/projects/website-design/need-professional-website-designer-24082287/,Ended,$1500 - $3000,0 bids,
Classic Cars Vlog Arabic,https://www.freelancer.com/contest/classic-cars-vlog-arabic-1847066.html,2 days left,$30,0 entries,
Home Fibre Installation - Termination Only,https://www.freelancer.com/projects/engineering/home-fibre-installation-termination-only/,13 hours left,$27 - $333,0 bids,
Xamarin Editor,https://www.freelancer.com/projects/xamarin/xamarin-editor/,20 hours left,$21 - $174,0 bids,
I need a Delphi developer,https://www.freelancer.com/projects/mobile-phone/need-delphi-developer/,2 days left,$4015 - $6692,0 bids,
Nintendo DSi picture recovery,https://www.freelancer.com/projects/electronics/nintendo-dsi-picture-recovery/,2 days left,$36 - $298,0 bids,
Photo/Videographer For Car Modelling,https://www.freelancer.com/projects/photography/photo-videographer-for-car-modelling/,2 days left,$23 - $192,0 bids,VERIFIED
"Project - ""X-ray/Zulu-1""",https://www.freelancer.com/projects/electrical-engineering/project-ray-zulu/,2 days left,$3000 - $5000,0 bids,
Urgent Require a Security Guard For Mobile Showroom In Uttam Nagar,https://www.freelancer.com/projects/security/urgent-require-security-guard-for/,3 days left,$20 - $169,0 bids,
Business Dev Manager - B2B Sales Digital Training - US LOCATION,https://www.freelancer.com/projects/linkedin/business-dev-manager-sales-digital/,4 days left,$15 - $25 / hr,0 bids,VERIFIED
